START JOB BloomFilterSizeProfile
Date Time: 2024/07/03 04:54:51 PST
TrueU	Size	NumTrials	FalsePositiveRate	NumHashBits
61147	879168	1024	9.765625E-4	10
65536	942272	1024	2.44140625E-4	10
70240	1009920	1024	4.8828125E-4	10
75281	1082368	1024	9.765625E-4	10
80684	1160064	1024	4.8828125E-4	10
86475	1243328	1024	7.32421875E-4	10
92682	1332544	1024	4.8828125E-4	10
99334	1428224	1024	0.0	10
106464	1530752	1024	7.32421875E-4	10
114105	1640576	1024	0.001708984375	10
122295	1758336	1024	2.44140625E-4	10
131072	1884544	1024	7.32421875E-4	10
140479	2019776	1024	9.765625E-4	10
150562	2164736	1024	4.8828125E-4	10
161369	2320128	1024	2.44140625E-4	10
172951	2486656	1024	7.32421875E-4	10
185364	2665088	1024	7.32421875E-4	10
198668	2856384	1024	0.001220703125	10
212927	3061440	1024	7.32421875E-4	10
228210	3281152	1024	4.8828125E-4	10
244589	3516608	1024	9.765625E-4	10
262144	3769024	1024	0.001708984375	10
280959	4039552	1024	7.32421875E-4	10
301124	4329472	1024	0.001220703125	10
322737	4640192	1024	9.765625E-4	10
345901	4973248	1024	9.765625E-4	10
370728	5330176	1024	0.00146484375	10
397336	5712768	1024	4.8828125E-4	10
425854	6122816	1024	0.00146484375	10
456419	6562240	1024	0.00146484375	10
489178	7033216	1024	0.00146484375	10
524288	7538048	1024	0.001708984375	10
561918	8079040	1024	4.8828125E-4	10
602249	8658944	1024	0.00146484375	10
645474	9280384	1024	0.001708984375	10
691802	9946496	1024	0.00146484375	10
741455	10660352	1024	9.765625E-4	10
794672	11425472	1024	4.8828125E-4	10
851708	12245568	1024	0.00146484375	10
912838	13124416	1024	0.00146484375	10
978356	14066432	1024	0.001708984375	10
1048576	15076032	1024	7.32421875E-4	10

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
JobProfile=org.apache.datasketches.characterization.filters.BloomFilterSizeProfile
OutputFileName=BloomFilterSizeProfile20240703_045451PST.txt
OutputFileNameData=BloomFilterSizeProfile20240703_045451PST.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
targetFpp=1e-3
TimeZone=PST
TimeZoneOffset=-28800000
Trials_interData=true
Trials_lgMaxBpU=5
Trials_lgMaxT=14
Trials_lgMaxU=20
Trials_lgMinBpU=1
Trials_lgMinT=10
Trials_lgMinU=0
Trials_lgQK=12
Trials_postPMFs=false
Trials_TPPO=1
Trials_UPPO=10

Total Job Time: 0:00:00.788
END JOB BloomFilterSizeProfile


